				(0.00018)																																										
1.period	Period = 1, pre-1750				-0.15																												-0.48	-0.54	-0.41	-0.41	-0.48***	-0.70	-0.41	-0.41	-0.074	-0.48	-0.54	-0.40**	-0.41	-0.29
					(0.35)																												(0.36)	(0.37)	(0.34)	(0.34)	(0.14)	(0.42)	(0.50)	(0.34)	(0.36)	(0.36)	(0.37)	(0.17)	(0.30)	(0.22)
3.period	Period = 3, 1776-1800				0.39																												-0.34	-0.38	-0.21	-0.21	0.27	-0.71	-0.21	-0.21	0.0066	-0.34	-0.38	0.14	-0.21	-0.060
					(0.34)																												(0.58)	(0.59)	(0.54)	(0.54)	(0.25)	(0.71)	(0.99)	(0.54)	(0.61)	(0.58)	(0.59)	(0.29)	(0.43)	(0.33)
war	War involving own nationality					0.77***																	0.59*	0.59*	0.92*	0.83*	0.96*	1.01*	1.01*	1.15***	1.06***	1.27***	1.29**	1.35**	1.04*	1.04*	-0.12	0.88	1.04	1.04*	0.73	1.29**	1.35**	0.20	1.04*	0.61**
						(0.22)																	(0.32)	(0.33)	(0.49)	(0.48)	(0.50)	(0.54)	(0.54)	(0.33)	(0.36)	(0.40)	(0.54)	(0.54)	(0.51)	(0.51)	(0.25)	(0.60)	(1.13)	(0.51)	(0.57)	(0.54)	(0.54)	(0.29)	(0.58)	(0.30)
neutral	Neutrality of own nation					0.59***																	0.45	0.44	0.49	0.65*	0.52	0.77*	0.77*	0.66**	0.65**	0.76**	0.84**	0.92**	0.66*	0.66*	0.18	0.74	0.66	0.66*	0.45	0.84**	0.92**	0.47**	0.66**	0.35
						(0.21)																	(0.28)	(0.28)	(0.40)	(0.38)	(0.40)	(0.41)	(0.41)	(0.26)	(0.26)	(0.28)	(0.41)	(0.42)	(0.38)	(0.38)	(0.17)	(0.48)	(0.54)	(0.38)	(0.43)	(0.41)	(0.42)	(0.20)	(0.25)	(0.27)
pricemarkup	Slave price markup between America and Africa						0.12**																	0.013	-0.042	-0.12	-0.049	-0.12	-0.12	-0.040	-0.042	-0.040	-0.033	-0.015	-0.035	-0.035	0.097***		-0.035	-0.035	-0.031	-0.033	-0.015	0.091**	-0.035	
							(0.047)																	(0.058)	(0.11)	(0.11)	(0.11)	(0.11)	(0.11)	(0.068)	(0.068)	(0.074)	(0.078)	(0.082)	(0.072)	(0.072)	(0.032)		(0.13)	(0.072)	(0.082)	(0.078)	(0.082)	(0.039)	(0.076)	
captain_experience_d	Not the first voyage of the captain							0.0043																				-0.19	-0.19	-0.15	-0.12	-0.20	-0.12	-0.18	-0.060	-0.060	-0.097	0.091	-0.060	-0.060	-0.028	-0.12	-0.18	-0.094	-0.060	
								(0.16)																				(0.26)	(0.26)	(0.17)	(0.17)	(0.19)	(0.19)	(0.19)	(0.18)	(0.18)	(0.074)	(0.22)	(0.18)	(0.18)	(0.20)	(0.19)	(0.19)	(0.090)	(0.14)	
captain_experience	(min) captain_experience								0.0077																		-0.021																			
									(0.020)																		(0.026)																			
captain_total_career	(min) captain_total_career									0.041***																																				
										(0.014)																																				
OUTFITTER_experience_d	Not the first voyage of the outfitter										-0.54*															-0.61**		-0.64**	-0.64**	-0.084	-0.13	-0.21	-0.30	-0.37	-0.20	-0.20	-0.096	-0.32	-0.20	-0.20	-0.055	-0.30	-0.37	-0.026	-0.20	
											(0.29)															(0.29)		(0.29)	(0.29)	(0.19)	(0.20)	(0.25)	(0.26)	(0.26)	(0.24)	(0.24)	(0.100)	(0.27)	(0.36)	(0.24)	(0.27)	(0.26)	(0.26)	(0.13)	(0.27)	
OUTFITTER_experience	(min) OUTFITTER_experience											-0.0049													-0.0098		-0.0096																			
												(0.0060)													(0.0076)		(0.0077)																			
OUTFITTER_total_career	(min) OUTFITTER_total_career												0.0041																																	
													(0.0046)																																	
1.perspective	Perspective of source = 1, Captain													0.79																																
														(1.25)																																
3.perspective	Perspective of source = 3, Investor													-0.053																																
														(0.95)																																
4.perspective	Perspective of source = 4, Owner													0.27																																
														(1.25)																																
ln_SLAXIMP	Enslaved persons emparked (ln)														0.040															-0.23	-0.23	-0.23	-0.19				2.81***					-0.19				
															(0.24)															(0.19)	(0.19)	(0.20)	(0.20)				(0.51)					(0.20)				
MORTALITY	Enslaved person mortality rate															-0.97			-1.09												-0.57	-0.43	-0.67	-0.80	-0.67	-0.67	-1.71***		-0.67	-0.67	-0.41	-0.67	-0.80	-1.55***	-0.67	
																(1.02)			(0.92)												(0.84)	(0.90)	(0.91)	(0.94)	(0.84)	(0.84)	(0.36)		(1.88)	(0.84)	(0.95)	(0.91)	(0.94)	(0.50)	(1.11)	
crowd	Number of embarked enslaved persons per ton																0.58***	0.58***	0.58***													0.24	0.13	0.11	0.16	0.16	0.11		0.16	0.16	0.60***	0.13	0.11	-0.038	0.16	
																	(0.099)	(0.099)	(0.099)													(0.21)	(0.22)	(0.24)	(0.20)	(0.20)	(0.23)		(0.37)	(0.20)	(0.17)	(0.22)	(0.24)	(0.11)	(0.23)	
ln_totalnetexp_silver_ship	Net expenditure on venture (ln(silver grams))																			-1.05***															-0.40**	-0.40**	-3.10***	-1.29*	-0.40	-0.40**	-0.70***			-0.033	-0.40**	-0.92***
																				(0.13)															(0.17)	(0.17)	(0.30)	(0.64)	(0.31)	(0.17)	(0.16)			(0.10)	(0.17)	(0.11)
investment_per_slavekg	Total net expenditure in kg of silver per enslaved person																				-0.46***									-0.59***	-0.59***	-0.50***	-0.55***	-0.56***	-0.39***	-0.39***	0.58***		-0.39**	-0.39***		-0.55***	-0.56***	-0.37***	-0.39***	
																					(0.065)									(0.070)	(0.071)	(0.11)	(0.11)	(0.11)	(0.12)	(0.12)	(0.11)		(0.15)	(0.12)		(0.11)	(0.11)	(0.064)	(0.11)	
60100.MAJBYIMP	Imputed principal region of slave purchase = 60100,  Senegambia and offshore Atlantic																					-0.21																								
																						(0.82)																								
60200.MAJBYIMP	Imputed principal region of slave purchase = 60200,  Sierra Leone																					0.19																								
																						(0.45)																								
60300.MAJBYIMP	Imputed principal region of slave purchase = 60300,  Windward Coast																					-0.14																								
																						(0.97)																								
60400.MAJBYIMP	Imputed principal region of slave purchase = 60400,  Gold Coast																					-0.32																								
																						(0.29)																								
60500.MAJBYIMP	Imputed principal region of slave purchase = 60500,  Bight of Benin																					0.058																								
																						(0.29)																								
60600.MAJBYIMP	Imputed principal region of slave purchase = 60600,  Bight of Biafra and Gulf of Guinea islands																					-0.12																								
																						(0.26)																								
60700.MAJBYIMP	Imputed principal region of slave purchase = 60700,  West Central Africa and St. Helena																					-0.18																								
																						(0.31)																								
60900o.MAJBYIMP	Imputed principal region of slave purchase = 60900, omitted																					-																								
																																														
TONMOD	Tonnage standardized on British measured tons, 1773-1835																																	0.00026			0.0021	0.0033					0.00026			
																																		(0.0011)			(0.0015)	(0.0034)					(0.0011)			
totalnetexpperton	totalnetexpperton																																					5.9e-06								
																																						(0.00022)								
Constant	Constant	-0.028	-9.98	1,374**	0.025	-0.28***	-0.58**	-0.030	-0.049	-0.30**	0.50*	0.12	-0.077	0.026	-0.25	0.14	-0.99***	-0.99***	-0.81***	14.2***	1.25***	0.084	-8.91	-9.55	-5.10	2.26	-4.76	7.30	7.30	-3.57	-5.40	-0.89	3.10**	2.11*	6.88***	6.88***	24.1***	17.3**	6.88	6.88***	8.68***	3.10**	2.11*	1.54	6.88***	12.4***
		(0.088)	(7.02)	(544)	(0.35)	(0.091)	(0.24)	(0.13)	(0.10)	(0.12)	(0.27)	(0.16)	(0.18)	(0.96)	(1.34)	(0.19)	(0.18)	(0.18)	(0.24)	(1.70)	(0.19)	(0.21)	(11.4)	(11.8)	(17.5)	(16.3)	(17.5)	(17.8)	(17.8)	(10.9)	(11.3)	(11.9)	(1.40)	(1.10)	(2.15)	(2.15)	(1.76)	(7.09)	(4.17)	(2.15)	(2.36)	(1.40)	(1.10)	(1.47)	(2.15)	(1.52)
																																														
Observations		95	95	95	95	78	95	95	95	95	62	62	62	95	95	95	86	86	86	95	95	95	78	78	49	49	49	49	49	49	49	43	43	43	43	43	43	43	43	43	43	43	43	41	43	78
R-squared		0.035	0.055	0.119	0.105	0.244	0.098	0.035	0.036	0.124	0.086	0.040	0.043	0.048	0.035	0.044	0.308	0.308	0.319	0.455	0.377	0.064	0.250	0.251	0.241	0.288	0.253	0.297	0.297	0.756	0.759	0.787	0.799	0.793	0.828	0.828	0.973	0.682	0.828	0.828	0.769	0.799	0.793	0.862	0.828	0.623
Standard errors in parentheses																																														
*** p<0.01, ** p<0.05, * p<0.1																																														
